"OBJECTID..","Shape..","TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","Subres_are","ecosite1","ecosite2","ecosite3","esite","esite_alt","esite_alt2","state_code","State1","State2","State3","DomVeg","dom1","dom2","dom3","dom4","hist_state","grass_dur","ration","ration_dat","remarks","veri_esite","veri_state","esite_veri","state_veri","esite_corr","state_corr","date_chang","agency","person","corr_type","corr_reaso","chng_reaso","old_esite","old_state","old_remark","LU","Shape_Length","Shape_Area","FGString","Dom1FG","Dom2FG","Dom3FG","State1Char","State2Char","State3Char"
56,"Polygon","82","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",421,4,2,1,"BOER4,PRGL2,SPFL2","BOER4","PRGL2","SPFL2",NA,"460","perennial","existing point inventory data"," ","Ecotone P9E L4, Seedbank 273","yes","yes","<Null>","<Null>","<Null>","<Null>","11/17/2020","USDA","LMB"," "," "," "," ","460"," ","0",6395.91403,229493.332,"PG,shrub,PG","PG","shrub","PG","ShrubInvadedGrassland","AlteredGrassland/Savanna","Grassland"
57,"Polygon","85","WP","NM690","42X","42.2","SD-2","Deep sand","Shallow sandy"," ","Shallow sandy","Sandy"," ",426,4,2,6,"PRGL2,MUPO2,DAPU7","PRGL2","MUPO2","DAPU7","GUSA2","410","perennial","photo interpretation"," ","seed bank 215","yes","yes","<Null>","<Null>","<Null>","<Null>","11/13/2020","USDA","LMB"," "," "," "," ","410"," ","0",1975.775527,83374.06838,"shrub,PG,PG","shrub","PG","PG","ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
58,"Polygon","88","WP","NM690","42X","42.2","SD-2","Deep sand","Shallow sandy","Shallow sandy","Sandy","<Null>","<Null>",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","existing point inventory data"," ","traverse 240","no","no","<Null>","<Null>","<Null>","<Null>","11/13/2020","USDA","LMB"," "," "," "," ","600"," ","0",4726.520355,264961.2802,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
59,"Polygon","89","WP","NM690","42X","42.2","SD-2","Deep sand","Shallow sandy","Shallow sandy","Tank","<Null>","<Null>",12,1,2,NA,"NA,NA,NA",NA,NA,NA,NA,"700","<Null>","photo interpretation"," ","","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","700"," ","0",297.420845,4281.250776,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna",NA
60,"Polygon","90","WP","NM690","42X","42.2","SD-2","Deep sand","Shallow sandy","Deep sand","Tank","<Null>","<Null>",12,1,2,NA,"NA,     ,NA",NA,"     ",NA,NA,"600","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","600"," ","0",498.353232,6255.574661,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna",NA
61,"Polygon","91","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",214,2,1,4,"NA,NA,NA",NA,NA,NA,NA,"240","perennial","existing point inventory data"," ","MURV 062204_6","yes","yes","<Null>","<Null>","<Null>","<Null>","11/16/2020","USDA","LMB"," "," "," "," ","240"," ","0",3942.956949,297944.0433,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","Grassland","ShrubInvadedGrassland"
62,"Polygon","92","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"460","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","460"," ","0",1840.938683,48029.27083,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
63,"Polygon","94","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",214,2,1,4,"NA,NA,NA",NA,NA,NA,NA,"124","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","124"," ","0",151.086935,1422.968464,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","Grassland","ShrubInvadedGrassland"
64,"Polygon","95","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"140","perennial","existing point inventory data"," ","Traverse JER JM3","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","140"," ","0",3628.01177,169281.5394,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
65,"Polygon","96","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Playette","Sandy","<Null>",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"420","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","420"," ","0",891.295435,26383.136,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
66,"Polygon","97","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",124,1,2,4,"NA,NA,NA",NA,NA,NA,NA,"124","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","124"," ","0",323.533146,6058.549675,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna","ShrubInvadedGrassland"
67,"Polygon","101","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Tank","<Null>","<Null>",12,1,2,NA,"NA,NA,NA",NA,NA,NA,NA,"12","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","7/30/2020","USDA","LMB"," "," "," "," ","12"," ","0",270.479488,3757.718626,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna",NA
68,"Polygon","102","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Loamy","Sandy","Bottomland",246,2,4,6,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","3/9/2021","USDA","LMB"," "," "," "," ","400"," ","0",1613.717887,62550.53973,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Shrubland"
69,"Polygon","103","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Tank","<Null>","<Null>",12,1,2,NA,"NA,NA,NA",NA,NA,NA,NA,"12","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","7/30/2020","USDA","LMB"," "," "," "," ","12"," ","0",669.853074,14424.66143,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna",NA
70,"Polygon","104","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Loamy","Sandy","Bottomland",420,4,2,0,"NA,NA,NA",NA,NA,NA,NA,"400","perennial","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","9/16/2020","USDA","LMB"," "," "," "," ","400"," ","0",1063.186944,35273.90328,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna",NA
71,"Polygon","105","BJ","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Bottomland","Loamy","Clayey",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"240","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","9/16/2020","USDA","LMB"," "," "," "," ","240"," ","0",1755.746626,46275.27339,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
72,"Polygon","109","SH","NM690","42X","42.2","SD-2","Shallow sandy","Sandy"," ","Shallow sandy","Sandy"," ",426,4,2,6,"BOER4,PRGL2,SPFL2","BOER4","PRGL2","SPFL2",NA,"460","perennial","existing point inventory data"," ","seedbnk 274","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","460"," ","0",4060.179019,169425.1577,"PG,shrub,PG","PG","shrub","PG","ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
73,"Polygon","110","SH","NM690","42X","42.2","SD-2","Shallow sandy","Sandy"," ","Shallow sandy","Sandy"," ",421,4,2,1,"PRGL2,BOER4,DAPU7","PRGL2","BOER4","DAPU7","YUEL","410","perennial","existing point inventory data"," ","seedbank 269","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","410"," ","0",734.945846,18455.15937,"shrub,PG,PG","shrub","PG","PG","ShrubInvadedGrassland","AlteredGrassland/Savanna","Grassland"
74,"Polygon","111","SH","NM690","42X","42.2","SD-2","Shallow sandy","Sandy"," ","Playette","Bottomland","Sandy",642,6,4,2,"NA,NA,NA",NA,NA,NA,NA,"620","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","620"," ","0",859.328585,19726.42205,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","AlteredGrassland/Savanna"
75,"Polygon","113","SH","NM690","42X","42.2","SD-2","Shallow sandy","Sandy"," ","Sandy","Shallow sandy"," ",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"620","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","620"," ","0",1534.862647,36434.92897,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
76,"Polygon","115","SH","NM690","42X","42.2","SD-2","Shallow sandy","Sandy"," ","Sandy","Shallow sandy"," ",462,4,6,2,"NA,NA,NA",NA,NA,NA,NA,"460","<Null>","existing point inventory data"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","460"," ","0",1783.538692,65262.81597,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","AlteredGrassland/Savanna"
77,"Polygon","116","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Sandy","<Null>"," ",246,2,4,6,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","8/14/2020","USDA","LMB"," "," "," "," ","600"," ","0",3168.349876,231986.3263,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Shrubland"
78,"Polygon","118","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Sandy","<Null>"," ",640,6,4,0,"NA,NA,NA",NA,NA,NA,NA,"600","perennial","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","8/17/2020","USDA","LMB"," "," "," "," ","600"," ","0",829.033069,19952.74871,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland",NA
79,"Polygon","119","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Sandy","Deep sand"," ",246,2,4,6,"NA,NA,NA",NA,NA,NA,NA,"460","perennial","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/14/2020","USDA","LMB"," "," "," "," ","460"," ","0",11374.74859,754478.6555,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Shrubland"
80,"Polygon","120","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Playette","Sandy","Bottomland",642,6,4,2,"NA,NA,NA",NA,NA,NA,NA,"620","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","8/17/2020","Other","LMB"," "," "," "," ","620"," ","0",18680.29405,490251.275,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","AlteredGrassland/Savanna"
81,"Polygon","124","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Clayey","Loamy","Bottomland",724,7,2,4,"SCBR2,FLCE,NA","SCBR2","FLCE",NA,NA,"700","<Null>","existing point inventory data"," ","seed bank 41","yes","yes","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","700"," ","0",1619.289207,20631.18255,"PG,shrub,NA","PG","shrub",NA,"Bare/Annuals","AlteredGrassland/Savanna","ShrubInvadedGrassland"
82,"Polygon","125","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Clayey","Loamy","Bottomland",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"460","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","460"," ","0",1503.551132,20491.46138,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
83,"Polygon","126","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Clayey","Loamy","Bottomland",427,4,2,7,"PLMU3,FLCE,ATCA2","PLMU3","FLCE","ATCA2","LYBE","600","perennial","existing point inventory data"," ","seed bank 7, 35","yes","yes","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","600"," ","0",1634.28412,22047.83585,"PG,shrub,shrub","PG","shrub","shrub","ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
84,"Polygon","127","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Loamy","Draw","Bottomland",724,7,2,4,"NA,NA,NA",NA,NA,NA,NA,"140","perennial","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","140"," ","0",191.722937,918.91777,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","ShrubInvadedGrassland"
85,"Polygon","129","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Clayey","Loamy","Bottomland",427,4,2,7,"PLMU3,SCBR2,FLCE","PLMU3","SCBR2","FLCE","ENDE","140","perennial","site visit"," ","seed bank 7","yes","yes","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","140"," ","0",663.558161,7221.524407,"PG,PG,shrub","PG","PG","shrub","ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
86,"Polygon","130","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Clayey","Loamy","Bottomland",421,4,2,1,"NA,NA,NA",NA,NA,NA,NA,"140","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","140"," ","0",615.261078,15244.28759,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Grassland"
87,"Polygon","131","ST","NM690","42X","42.2","SD-2","Clayey","Bottomland","Loamy","Clayey","Loamy","Bottomland",426,4,2,6,"FLCE,LYBE,SCBR2","FLCE","LYBE","SCBR2","MUPO2","200","perennial","existing point inventory data"," ","seed bank 12","yes","yes","<Null>","<Null>","<Null>","<Null>","3/8/2021","USDA","LMB"," "," "," "," ","200"," ","0",946.429494,18581.84919,"shrub,shrub,PG","shrub","shrub","PG","ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
88,"Polygon","133","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Sandy","Shallow sandy","",240,2,4,0,"annuals,YUEL,PRGL2","annuals","YUEL","PRGL2","PSSC6","240","<Null>","existing point inventory data"," ","seed bank 206","yes","yes","<Null>","<Null>","<Null>","<Null>","11/12/2020","USDA","LMB"," "," "," "," ","240"," ","0",5784.071305,609483.2459,"annuals,succulent,shrub","annuals","succulent","shrub","AlteredGrassland/Savanna","ShrubInvadedGrassland",NA
89,"Polygon","135","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Playette","Bottomland","Sandy",462,4,6,2,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","11/10/2020","USDA","LMB"," "," "," "," ","400"," ","0",508.261002,9177.043655,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","AlteredGrassland/Savanna"
90,"Polygon","136","OR","NM690","42X","42.2","SD-2","Sandy","Deep sand"," ","Playette","Sandy","Bottomland",426,4,2,6,"MUPO2,SPFL2,PRGL2","MUPO2","SPFL2","PRGL2","AG","400","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/17/2020","USDA","LMB"," "," "," "," ","400"," ","0",2147.692447,62759.42503,"PG,PG,shrub","PG","PG","shrub","ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
91,"Polygon","144","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Playette","Bottomland","Sandy",462,4,6,2,"NA,NA,NA",NA,NA,NA,NA,"400","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/10/2020","USDA","LMB"," "," "," "," ","400"," ","0",7814.868481,237833.1952,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","AlteredGrassland/Savanna"
92,"Polygon","150","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",421,4,2,1,"NA,NA,NA",NA,NA,NA,NA,"460","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","460"," ","0",3817.440209,187268.2006,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Grassland"
93,"Polygon","151","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",124,1,2,4,"BOER4,PRGL2,SPFL2","BOER4","PRGL2","SPFL2","YUEL","142","perennial","existing point inventory data"," ","seedbank 198; Quadrat B4","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","142"," ","0",1253.751112,33322.73952,"PG,shrub,PG","PG","shrub","PG","Grassland","AlteredGrassland/Savanna","ShrubInvadedGrassland"
94,"Polygon","152","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"140","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","140"," ","0",2465.993962,86691.5914,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
95,"Polygon","153","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Playette","Bottomland","Sandy",642,6,4,2,"NA,NA,NA",NA,NA,NA,NA,"620","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","620"," ","0",267.375284,4369.856956,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","AlteredGrassland/Savanna"
96,"Polygon","154","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",421,4,2,1,"NA,NA,NA",NA,NA,NA,NA,"460","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","460"," ","0",2505.746716,214091.9183,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Grassland"
97,"Polygon","155","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"124","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","124"," ","0",930.222188,28333.61933,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
98,"Polygon","156","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Deep sand","Shallow sandy",624,6,2,4,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","600"," ","0",5508.525217,174877.2144,"NA,NA,NA",NA,NA,NA,"Shrubland","AlteredGrassland/Savanna","ShrubInvadedGrassland"
99,"Polygon","157","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Tank","<Null>","<Null>",12,1,2,NA,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation"," ","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","600"," ","0",380.712291,6736.546371,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna",NA
100,"Polygon","160","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Playette","Bottomland","Sandy",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"620","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","620"," ","0",563.649777,7761.269229,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
101,"Polygon","162","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","600"," ","0",3718.517751,185518.0262,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
102,"Polygon","163","OP","NM690","42X","42.2","SD-2","Sandy","Deep sand","Shallow sandy","Sandy","Shallow sandy","<Null>",240,2,4,0,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","600"," ","0",792.033584,25152.19951,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland",NA
103,"Polygon","164","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",124,1,2,4,"BOER4,PRGL2,YUEL","BOER4","PRGL2","YUEL",NA,"410","perennial","existing point inventory data"," ","MURV 062204_5; Traverse JER JM1","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","410"," ","0",3626.087812,464140.2147,"PG,shrub,succulent","PG","shrub","succulent","Grassland","AlteredGrassland/Savanna","ShrubInvadedGrassland"
104,"Polygon","165","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",124,1,2,4,"NA,NA,NA",NA,NA,NA,NA,"240","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","240"," ","0",1849.498634,117269.2049,"NA,NA,NA",NA,NA,NA,"Grassland","AlteredGrassland/Savanna","ShrubInvadedGrassland"
105,"Polygon","166","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"140","perennial","existing point inventory data"," ","Traverse JER JM2, MURV 062204_5","yes","yes","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","140"," ","0",2434.493642,79241.7387,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
106,"Polygon","167","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",241,2,4,1,"NA,NA,NA",NA,NA,NA,NA,"240","<Null>","photo interpretation"," "," ","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","240"," ","0",617.236094,20149.20163,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Grassland"
107,"Polygon","168","WH","NM690","42X","42.2","SD-2","Sandy","Shallow sandy"," ","Sandy","Shallow sandy"," ",214,2,1,4,"NA,NA,NA",NA,NA,NA,NA,"140","perennial","existing point inventory data"," ","SPFL2 G29","no","no","<Null>","<Null>","<Null>","<Null>","11/18/2020","USDA","LMB"," "," "," "," ","140"," ","0",2292.400831,113936.3705,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","Grassland","ShrubInvadedGrassland"
