OBJECTID *,Shape *,TARGET_FID,soil_mu,SSURGO_dat,MLRA,LRU,Subres_are,ecosite1,ecosite2,ecosite3,esite,esite_alt,esite_alt2,state_code,dom1,dom2,dom3,dom4,hist_state,grass_dur,ration,ration_dat,remarks,veri_esite,veri_state,esite_veri,state_veri,esite_corr,state_corr,date_chang,agency,person,corr_type,corr_reaso,chng_reaso,old_esite,old_state,old_remark,LU,Shape_Length,Shape_Area
81,Polygon,124,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Clayey,Loamy,Bottomland,724,SCBR2 - burrograss,FLCE - tarbush, ,<Null>,700,<Null>,existing point inventory data, ,seed bank 41,yes,yes,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,700, ,0,1619.289207,20631.18255
82,Polygon,125,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Clayey,Loamy,Bottomland,426, ,<Null>, ,<Null>,460,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,460, ,0,1503.551132,20491.46138
83,Polygon,126,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Clayey,Loamy,Bottomland,427,PLMU3 - tobosagrass,FLCE - tarbush,ATCA2 - fourwing saltbush,LYBE - Berlandier's wolfberry,600,perennial,existing point inventory data, ,"seed bank 7, 35",yes,yes,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,600, ,0,1634.28412,22047.83585
84,Polygon,127,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Loamy,Draw,Bottomland,724, ,<Null>, ,<Null>,140,perennial,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,140, ,0,191.722937,918.91777
85,Polygon,129,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Clayey,Loamy,Bottomland,427,PLMU3 - tobosagrass,SCBR2 - burrograss,FLCE - tarbush,ENDE,140,perennial,site visit, ,seed bank 7,yes,yes,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,140, ,0,663.558161,7221.524407
86,Polygon,130,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Clayey,Loamy,Bottomland,421, ,<Null>, ,<Null>,140,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,140, ,0,615.261078,15244.28759
87,Polygon,131,ST,NM690,42X,42.2,SD-2,Clayey,Bottomland,Loamy,Clayey,Loamy,Bottomland,426,FLCE - tarbush,LYBE - Berlandier's wolfberry,SCBR2 - burrograss,MUPO2 - bush muhly,200,perennial,existing point inventory data, ,seed bank 12,yes,yes,<Null>,<Null>,<Null>,<Null>,3/8/2021,USDA,LMB, , , , ,200, ,0,946.429494,18581.84919
88,Polygon,133,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Shallow sandy,,240,AMAC2,YUEL - soaptree yucca,PRGL2 - honey mesquite,PSSC6 - broom dalea,240,<Null>,existing point inventory data, ,seed bank 206,yes,yes,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,240, ,0,5784.071305,609483.2459
89,Polygon,135,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Playette,Bottomland,Sandy,462,<Null>,<Null>, ,<Null>,400,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,11/10/2020,USDA,LMB, , , , ,400, ,0,508.261002,9177.043655
90,Polygon,136,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Playette,Sandy,Bottomland,426,MUPO2 - bush muhly,SPFL2 - mesa dropseed,PRGL2 - honey mesquite,AG - annual grasses,400,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/17/2020,USDA,LMB, , , , ,400, ,0,2147.692447,62759.42503
91,Polygon,144,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Playette,Bottomland,Sandy,462, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/10/2020,USDA,LMB, , , , ,400, ,0,7814.868481,237833.1952
92,Polygon,150,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,421, ,<Null>, ,<Null>,460,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,460, ,0,3817.440209,187268.2006
93,Polygon,151,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,124,BOER4 - black grama,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,YUEL - soaptree yucca,142,perennial,existing point inventory data, ,seedbank 198; Quadrat B4,yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,142, ,0,1253.751112,33322.73952
94,Polygon,152,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,241, ,<Null>, ,<Null>,140,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,140, ,0,2465.993962,86691.5914
95,Polygon,153,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Playette,Bottomland,Sandy,642, ,<Null>, ,<Null>,620,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,620, ,0,267.375284,4369.856956
96,Polygon,154,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,421, ,<Null>, ,<Null>,460,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,460, ,0,2505.746716,214091.9183
97,Polygon,155,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,241,<Null>,<Null>, ,<Null>,124,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,124, ,0,930.222188,28333.61933
98,Polygon,156,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Deep sand,Shallow sandy,624, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,600, ,0,5508.525217,174877.2144
99,Polygon,157,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Tank,<Null>,<Null>,12, ,<Null>, ,<Null>,600,<Null>,photo interpretation, ,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,600, ,0,380.712291,6736.546371
100,Polygon,160,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Playette,Bottomland,Sandy,426, ,<Null>, ,<Null>,620,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,620, ,0,563.649777,7761.269229
101,Polygon,162,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,241, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,600, ,0,3718.517751,185518.0262
102,Polygon,163,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,240, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,600, ,0,792.033584,25152.19951
103,Polygon,164,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,124,BOER4 - black grama,PRGL2 - honey mesquite,YUEL - soaptree yucca,<Null>,410,perennial,existing point inventory data, ,MURV 062204_5; Traverse JER JM1,yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,410, ,0,3626.087812,464140.2147
104,Polygon,165,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,124, ,<Null>, ,<Null>,240,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,240, ,0,1849.498634,117269.2049
105,Polygon,166,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,241,<Null>,<Null>,<Null>,<Null>,140,perennial,existing point inventory data, ,"Traverse JER JM2, MURV 062204_5",yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,140, ,0,2434.493642,79241.7387
106,Polygon,167,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,241, ,<Null>, ,<Null>,240,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,240, ,0,617.236094,20149.20163
107,Polygon,168,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,214, ,<Null>, ,<Null>,140,perennial,existing point inventory data, ,SPFL2 G29,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,140, ,0,2292.400831,113936.3705
108,Polygon,169,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,421, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/16/2020,USDA,LMB, , , , ,400, ,0,2375.728422,87123.32894
109,Polygon,172,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,124, ,<Null>, ,<Null>,124,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/16/2020,USDA,LMB, , , , ,124, ,0,150.300952,1409.085887
110,Polygon,173,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,421, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/16/2020,USDA,LMB, , , , ,400, ,0,6013.684945,116169.7985
111,Polygon,182,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Shallow sandy,<Null>,426, ,<Null>, ,<Null>,400,perennial,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,400, ,0,5668.995573,559441.7541
112,Polygon,187,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,<Null>,<Null>,462, ,<Null>, ,<Null>,600,perennial,existing point inventory data, ,Traverse 147,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,600, ,0,477.996401,10266.45777
113,Polygon,188,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,<Null>,<Null>,426, ,<Null>, ,<Null>,640,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,640, ,0,6250.124244,385247.6221
114,Polygon,189,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand, ,624, ,<Null>, ,<Null>,500,<Null>,existing point inventory data, ,Traverse 244,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,500, ,0,4766.661409,384792.5188
115,Polygon,190,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Draw,Playette,Sandy,426,<Null>,<Null>, ,<Null>,400,perennial,existing point inventory data, ,MODISRUE 34,yes,yes,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,400, ,0,637.555296,12504.01638
116,Polygon,191,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Draw,Playette,Sandy,426,<Null>,<Null>,<Null>,<Null>,240,perennial,existing point inventory data, ,seed bank 139,yes,yes,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,240, ,0,1164.012806,17997.39007
117,Polygon,194,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,426, ,<Null>, ,<Null>,650,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,650, ,0,1105.791864,57861.75186
118,Polygon,195,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,426, ,<Null>, ,<Null>,500,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,500, ,0,1700.692284,100876.1094
119,Polygon,196,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,<Null>, ,426, ,<Null>, ,<Null>,560,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,560, ,0,5566.202239,256214.2844
120,Polygon,199,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Sandy,Shallow sandy, ,420,PRGL2 - honey mesquite,MUPO2 - bush muhly,SPFL2 - mesa dropseed,YUEL - soaptree yucca,426,perennial,site visit, ,seed bank 222,yes,yes,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,426, ,0,1422.495771,68049.03078
121,Polygon,202,WH,NM690,42X,42.2,SD-2,Sandy,Shallow sandy, ,Playette,Bottomland,Sandy,462, ,<Null>, ,<Null>,620,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,620, ,0,1022.613908,13165.82857
122,Polygon,203,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Playette,Bottomland,Sandy,642, ,<Null>, ,<Null>,620,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,620, ,0,9957.194288,290790.3859
123,Polygon,204,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Sandy,Shallow sandy, ,624,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,SELE6 - plains bristlegrass,MUPO2 - bush muhly,640,perennial,existing point inventory data, ,seedbank 280,yes,yes,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,640, ,0,888.527988,33685.15504
124,Polygon,205,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,<Null>, ,624, ,<Null>, ,<Null>,420,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,420, ,0,731.722774,14970.63913
125,Polygon,207,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Shallow sandy,Sandy, ,426, ,<Null>, ,<Null>,420,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,420, ,0,747.251267,12276.02566
126,Polygon,209,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand, ,264, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,600, ,0,2229.090744,140998.653
127,Polygon,210,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Sandy,Shallow sandy, ,421,<Null>,<Null>,<Null>,<Null>,140,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,140, ,0,3260.778001,132860.8734
128,Polygon,211,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Sandy,<Null>, ,214,<Null>,<Null>,<Null>,<Null>,240,perennial,existing point inventory data, ,"MURV JER 1S, 4S, Quadrat H1,",yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,240, ,0,5367.458229,154970.2931
129,Polygon,212,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Sandy,Shallow sandy, ,124, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,400, ,0,1311.293236,70134.08135
130,Polygon,213,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Sandy,Shallow sandy, ,124, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,400, ,0,1138.79089,47366.42048
131,Polygon,214,SH,NM690,42X,42.2,SD-2,Shallow sandy,Sandy, ,Playette,Bottomland,Sandy,462, ,<Null>, ,<Null>,240,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,240, ,0,765.861542,26843.63295
132,Polygon,219,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Playette,Sandy,Bottomland,426, ,<Null>, ,<Null>,400,perennial,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,8/17/2020,USDA,LMB, , , , ,400, ,0,2973.507388,86233.48026
133,Polygon,221,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,<Null>, ,624, ,<Null>, ,<Null>,460,<Null>,existing point inventory data, ,"Quadrats PBR3, PBR4",no,no,<Null>,<Null>,<Null>,<Null>,8/17/2020,USDA,LMB, , , , ,460, ,0,13918.72953,997312.9529
134,Polygon,222,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,<Null>, ,624, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,600, ,0,3576.078516,181482.6658
135,Polygon,223,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,<Null>, ,462, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,400, ,0,2960.875688,117209.3997
136,Polygon,224,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Deep sand,Loamy,642, ,<Null>, ,<Null>,600,perennial,existing point inventory data, ,SPFL2 D23,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,600, ,0,1764.103053,74266.88954
137,Polygon,229,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand, ,246, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,600, ,0,6577.165758,180597.943
138,Polygon,230,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand,<Null>,426, ,<Null>, ,<Null>,460,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,460, ,0,1431.60194,41098.81508
139,Polygon,232,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand,<Null>,426, ,<Null>, ,<Null>,420,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,420, ,0,533.265975,8219.022254
140,Polygon,233,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy, ,426,SPFL2 - mesa dropseed,PRGL2 - honey mesquite,MUPO2 - bush muhly,SPCO4 - spike dropseed,356,perennial,existing point inventory data, ,seed bank 57,yes,yes,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,356, ,0,12959.57925,1088630.76
141,Polygon,234,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy, ,240, ,<Null>, ,<Null>,530,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,530, ,0,1032.639764,38815.68861
142,Polygon,236,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Deep sand,Shallow sandy,642, ,<Null>, ,<Null>,400,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,400, ,0,5602.515175,248557.4877
143,Polygon,237,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Deep sand,<Null>,624, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,600, ,0,538.431245,13546.6168
144,Polygon,239,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand, ,462,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,SELE6 - plains bristlegrass,<Null>,600,perennial,existing point inventory data, ,"Seedbank 77, Traverse 238",no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,600, ,0,2290.098102,76849.36147
145,Polygon,242,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Tank,<Null>,<Null>,12,<Null>,<Null>,<Null>,<Null>,700,<Null>,existing point inventory data, ,seedbank 238,yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,700, ,0,496.285374,6295.237252
146,Polygon,244,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Tank,<Null>,<Null>,12,<Null>,<Null>,<Null>,<Null>,700,<Null>,existing point inventory data, ,seedbank 239,yes,yes,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,700, ,0,668.074788,6014.853959
147,Polygon,245,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy, ,420,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,YUEL - soaptree yucca,SELE6 - plains bristlegrass,640,perennial,existing point inventory data, ,seedbank 279,yes,yes,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,640, ,0,1434.38585,49150.50533
148,Polygon,246,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy, ,240,SPFL2 - mesa dropseed,PRGL2 - honey mesquite,YUEL - soaptree yucca,PF - perennial forbs,140,perennial,existing point inventory data, ,"seedbank 254, SPFL D21",yes,yes,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,140, ,0,713.276464,14646.47928
149,Polygon,249,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy, ,420, ,<Null>, ,<Null>,560,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,560, ,0,2227.928423,42864.54564
150,Polygon,250,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,<Null>, ,462, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/18/2020,USDA,LMB, , , , ,600, ,0,336.419996,4321.459026
151,Polygon,251,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy,Deep sand,426, ,<Null>, ,<Null>,560,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,560, ,0,7555.672304,175111.1504
152,Polygon,254,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy, ,240, ,<Null>, ,<Null>,350,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,350, ,0,349.506651,8742.021428
153,Polygon,255,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand,<Null>,240, ,<Null>, ,<Null>,420,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,420, ,0,335.173183,4278.966241
154,Polygon,256,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Playette,Bottomland,Sandy,426, ,<Null>, ,<Null>,420,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,420, ,0,257.636782,4230.458031
155,Polygon,257,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,<Null>,<Null>,420,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,PF - perennial forbs,GUSA2 - broom snakeweed,600,perennial,existing point inventory data, ,seedbank 164,yes,yes,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,600, ,0,4045.812315,206574.7037
156,Polygon,258,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Shallow sandy,<Null>,462,<Null>,<Null>, ,<Null>,400,<Null>,existing point inventory data, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/17/2020,USDA,LMB, , , , ,400, ,0,3636.676666,160961.316
157,Polygon,259,OP,NM690,42X,42.2,SD-2,Sandy,Deep sand,Shallow sandy,Sandy,Playette,Bottomland,624, ,<Null>, ,<Null>,640,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/12/2020,USDA,LMB, , , , ,640, ,0,1554.319351,70793.15234
158,Polygon,263,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand, ,624,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,MUPO2 - bush muhly,<Null>,600,perennial,site visit, ,seed bank 72,yes,yes,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,600, ,0,10627.11822,344667.6696
159,Polygon,265,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,<Null>, ,642, ,<Null>, ,<Null>,500,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,500, ,0,3652.740142,271756.4854
160,Polygon,267,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand,<Null>,642, ,<Null>, ,<Null>,600,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,600, ,0,2504.63336,91377.16468
161,Polygon,270,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,Deep sand, ,642, ,<Null>, ,<Null>,500,<Null>,photo interpretation, , ,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,500, ,0,3756.586279,127339.6297
162,Polygon,271,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Sandy,<Null>, ,624, ,<Null>, ,<Null>,600,<Null>,existing point inventory data, ,SPFL2 D28,no,no,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,600, ,0,2763.285252,115598.0301
163,Polygon,273,WP,NM690,42X,42.2,SD-2,Deep sand,Shallow sandy, ,Playette,Bottomland,Shallow sandy,246,AG - annual grasses,ARPU9 - purple threeawn,PRGL2 - honey mesquite,SPFL2 - mesa dropseed,140,<Null>,existing point inventory data, ,seed bank 125,yes,yes,<Null>,<Null>,<Null>,<Null>,11/13/2020,USDA,LMB, , , , ,140, ,0,367.779291,7986.325162
